asset_type,deal,source,source_url,listing_id,name,district,plz,city,state,rent_eur_m2_min,rent_eur_m2_max,price_eur,area_min_m2,area_max_m2,rooms,captured,notes
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-15415/,col-buero-duesseldorf-d-15415,"DUO - working with new perspectives, Düsseldorf",,,"Düsseldorf","Nordrhein-Westfalen",19,19,,,6099,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-14840/,col-buero-duesseldorf-d-14840,"Exklusive Büroflächen mit Charme, Düsseldorf",,,"Düsseldorf","Nordrhein-Westfalen",19.5,19.5,,,1089,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-koeln-d-p11786/,col-buero-koeln-d-p11786,"Genehmigte Praxisfläche in Köln-Ehrenfeld, Köln",,,"Köln","Nordrhein-Westfalen",11,11,,,102,,2026-06-29,"Colliers Objektsuche; Typ: Büro; Köln desk via Düsseldorf"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-546/,col-buero-duesseldorf-d-546,"Düsseldorf CBD - Büro in exklusiver Lage, Düsseldorf",,,"Düsseldorf","Nordrhein-Westfalen",,,,,701,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p25481/,col-logistik-berlin-b-p25481,"Neubau Logistikhallen bei Berlin, Velten",,,"Velten","Brandenburg",5.95,5.95,,,23539,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p24024/,col-logistik-berlin-b-p24024,"Logistikfläche am Flughafen BER, Berlin",,,"Berlin","Berlin",6.95,6.95,,,9012,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p21449/,col-logistik-berlin-b-p21449,"B1 Businesspark in Berlin",,,"Berlin","Berlin",,,,,,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p24437/,col-logistik-berlin-b-p24437,"Logistikneubau in Potsdam, Potsdam",,,"Potsdam","Brandenburg",6.9,6.9,,,26308,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p23995/,col-logistik-berlin-b-p23995,"City Dock Spandau, Berlin",,,"Berlin","Berlin",9.75,9.75,,,1323,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p24579/,col-logistik-berlin-b-p24579,"Logistikpark an der B96, Rangsdorf",,,"Rangsdorf","Brandenburg",6.9,6.9,,,62444,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p24565/,col-logistik-berlin-b-p24565,"City-Logistik-Immobilie zu vermieten, Berlin",,,"Berlin","Berlin",8.9,8.9,,,10172,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p25898/,col-logistik-berlin-b-p25898,"Hallenflächen im Gewerbegebiet Reinickendorf, Berlin",,,"Berlin","Berlin",5.5,5.5,,,3603,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p9800/,col-logistik-berlin-b-p9800,"Moderne Logistikhallen in Ludwigsfelde",,,"Ludwigsfelde","Brandenburg",5.9,5.9,,,11800,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p25584/,col-logistik-berlin-b-p25584,"Logistikneubau Flughafennähe, Schönefeld",,,"Schönefeld","Brandenburg",7.5,7.5,,,16499,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p25699/,col-logistik-berlin-b-p25699,"Modernste Logistikflächen, Bernau",,,"Bernau","Brandenburg",6.5,6.5,,,4500,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p25872/,col-logistik-berlin-b-p25872,"Nachhaltiger Hallenneubau am BER, Berlin",,,"Berlin","Berlin",12.8,12.8,,,1813,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p25399/,col-logistik-berlin-b-p25399,"Gewerbepark in Schönefeld, Berlin",,,"Schönefeld","Brandenburg",8.2,8.2,,,33280,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p23598/,col-logistik-berlin-b-p23598,"Lager- und Logistikflächen in Berlin-Spandau",,,"Berlin","Berlin",12.5,12.5,,,3899,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-1-8875/,col-logistik-berlin-b-1-8875,"Hier ist Ihre neue Halle, Berlin",,,"Berlin","Berlin",,,,,11778,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p25670/,col-logistik-berlin-b-p25670,"Neubau Gewerbe, Businesspark Ludwigsfelde",,,"Ludwigsfelde","Brandenburg",8.5,8.5,,,3199,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-1-8416/,col-logistik-berlin-b-1-8416,"Gewerbepark in Reinickendorf, Berlin",,,"Berlin","Berlin",9.8,9.8,,,5000,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-1-8785/,col-logistik-berlin-b-1-8785,"MAGNA PARK WERDER, Werder",,,"Werder","Brandenburg",5.5,5.5,,,108985,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p9801/,col-logistik-berlin-b-p9801,"Halle mit Hochregalanlage, Ludwigsfelde",,,"Ludwigsfelde","Brandenburg",4.9,4.9,,,3472,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
industrial_hall,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/logistik-berlin-b-p23464/,col-logistik-berlin-b-p23464,"Lager- und Büroflächen in Potsdam",,,"Potsdam","Brandenburg",8,8,,,1950,,2026-06-29,"Colliers Objektsuche; Typ: Industrie/Logistik"
